"id","apc_list.value","apc_paid.value","authorships.author.display_name","authorships.author.id","authorships.author.orcid","authorships.countries","authorships.institutions.display_name","authorships.institutions.id","authorships.is_corresponding","best_oa_location.license","citation_normalized_percentile.value","cited_by_count","corresponding_institution_ids","display_name","doi","funders.display_name","fwci","ids.pmid","is_retracted","language","open_access.is_oa","open_access.oa_status","primary_location.source.display_name","primary_location.source.id","primary_location.source.issn_l","primary_location.source.type","primary_topic.display_name","publication_date","publication_year","type"
"https://openalex.org/W3209670306","1400","1400","Catarina Oliveira|Sónia Rolland Sobral|Maria João Ferreira|Fernando Moreira","https://openalex.org/A5016925535|https://openalex.org/A5020447518|https://openalex.org/A5022276313|https://openalex.org/A5069138900","https://orcid.org/0000-0002-1480-9586|https://orcid.org/0000-0002-5041-3597|https://orcid.org/0000-0003-4274-8845|https://orcid.org/0000-0002-0816-1445","PT|PT|PT|PT","Universidade Portucalense|INESC TEC|Universidade Portucalense|Universidade Portucalense|University of Minho|Universidade Portucalense|University of Aveiro","https://openalex.org/I4210153204|https://openalex.org/I4210166615|https://openalex.org/I4210153204|https://openalex.org/I4210153204|https://openalex.org/I99682543|https://openalex.org/I4210153204|https://openalex.org/I60858718","False|False|False|True","cc-by","0.99306786","95","https://openalex.org/I4210153204|https://openalex.org/I60858718","How Does Learning Analytics Contribute to Prevent Students’ Dropout in Higher Education: A Systematic Literature Review","https://doi.org/10.3390/bdcc5040064","","16.7891","","False","en","True","gold","Big Data and Cognitive Computing","https://openalex.org/S4210238752","2504-2289","journal","Online Learning and Analytics","2021-11-04","2021","article"
"https://openalex.org/W3202358583","1150","1150","Erverson B. G. de Sousa|Bruno Alexandre Barreiros Rosa|Rafael Ferreira Mello|Taciana Pontual Falcão|Boban Vesin|Dragan Gašević","https://openalex.org/A5035477303|https://openalex.org/A5033645909|https://openalex.org/A5025630415|https://openalex.org/A5027161825|https://openalex.org/A5087795875|https://openalex.org/A5036855560","|https://orcid.org/0000-0002-2472-9280|https://orcid.org/0000-0003-3548-9670|https://orcid.org/0000-0003-2775-4913|https://orcid.org/0000-0002-6490-4311|https://orcid.org/0000-0001-9265-1908","BR|BR|BR|BR|NO|AU|GB|SA","Centro de Estudos e Sistemas Avançados do Recife|Centro de Estudos e Sistemas Avançados do Recife|Centro de Estudos e Sistemas Avançados do Recife|Universidade Federal Rural de Pernambuco|Universidade Federal Rural de Pernambuco|Norwegian University of Science and Technology|University of South-Eastern Norway|King Abdulaziz University|Monash University|University of Edinburgh","https://openalex.org/I4210123235|https://openalex.org/I4210123235|https://openalex.org/I4210123235|https://openalex.org/I62921916|https://openalex.org/I62921916|https://openalex.org/I204778367|https://openalex.org/I2801380234|https://openalex.org/I185163786|https://openalex.org/I56590836|https://openalex.org/I98677209","False|False|False|False|True|False","cc-by","0.98474991","56","https://openalex.org/I204778367|https://openalex.org/I2801380234","Applications of Learning Analytics in High Schools: A Systematic Literature Review","https://doi.org/10.3389/frai.2021.737891","","11.1991","https://pubmed.ncbi.nlm.nih.gov/34647016","False","en","True","gold","Frontiers in Artificial Intelligence","https://openalex.org/S4210197006","2624-8212","journal","Online Learning and Analytics","2021-09-27","2021","article"
"https://openalex.org/W4206213225","1300","1300","Rogers Kaliisa|Bart Rienties|Anders I. Mørch|Anders Kluge","https://openalex.org/A5029483339|https://openalex.org/A5008962923|https://openalex.org/A5044425191|https://openalex.org/A5075255427","https://orcid.org/0000-0001-6528-8517|https://orcid.org/0000-0003-3749-9629|https://orcid.org/0000-0002-1470-5234|https://orcid.org/0000-0001-5092-5819","NO|GB|NO|NO","University of Oslo|The Open University|University of Oslo|University of Oslo","https://openalex.org/I184942183|https://openalex.org/I204136569|https://openalex.org/I184942183|https://openalex.org/I184942183","True|False|False|False","cc-by","0.99351794","91","https://openalex.org/I184942183","Social learning analytics in computer-supported collaborative learning environments: A systematic review of empirical studies","https://doi.org/10.1016/j.caeo.2022.100073","","18.9179","","False","en","True","gold","Computers and Education Open","https://openalex.org/S4210232537","2666-5573","journal","Online Learning and Analytics","2022-01-05","2022","review"
"https://openalex.org/W3216022053","1300","1300","Anuradha Mathrani|Teo Sušnjak|Gomathy Ramaswami|Andre L. C. Barczak","https://openalex.org/A5034166135|https://openalex.org/A5037915797|https://openalex.org/A5103050803|https://openalex.org/A5018208301","https://orcid.org/0000-0002-9124-2536|https://orcid.org/0000-0001-9416-1435|https://orcid.org/0000-0002-5400-3843|https://orcid.org/0000-0001-7648-285X","|NZ|NZ|NZ","|Massey University|Massey University|Massey University","|https://openalex.org/I51158804|https://openalex.org/I51158804|https://openalex.org/I51158804","True|False|False|False","cc-by","0.97954191","60","","Perspectives on the challenges of generalizability, transparency and ethics in predictive learning analytics","https://doi.org/10.1016/j.caeo.2021.100060","","9.2502","","False","en","True","gold","Computers and Education Open","https://openalex.org/S4210232537","2666-5573","journal","Online Learning and Analytics","2021-11-20","2021","article"
"https://openalex.org/W3035222942","1805","1805","Dirk Tempelaar|Bart Rienties|Quan Nguyen","https://openalex.org/A5029990980|https://openalex.org/A5008962923|https://openalex.org/A5036664594","https://orcid.org/0000-0001-8156-4614|https://orcid.org/0000-0003-3749-9629|https://orcid.org/0000-0001-8937-5121","NL|GB|US","Maastricht School of Management|Maastricht University|The Open University|University of Michigan","https://openalex.org/I209991678|https://openalex.org/I34352273|https://openalex.org/I204136569|https://openalex.org/I27837315","True|False|False","cc-by","0.98807722","121","https://openalex.org/I209991678|https://openalex.org/I34352273","Subjective data, objective data and the role of bias in predictive modelling: Lessons from a dispositional learning analytics application","https://doi.org/10.1371/journal.pone.0233977","","13.2573","https://pubmed.ncbi.nlm.nih.gov/32530954","False","en","True","gold","PLoS ONE","https://openalex.org/S202381698","1932-6203","journal","Online Learning and Analytics","2020-06-12","2020","article"
"https://openalex.org/W2995956123","260","260","Nurbiha A. Shukor|Zaleha Abdullah","https://openalex.org/A5005770414|https://openalex.org/A5001602389","https://orcid.org/0000-0002-9587-8929|https://orcid.org/0000-0002-4026-2174","MY|MY","University of Technology Malaysia|University of Technology Malaysia","https://openalex.org/I4576418|https://openalex.org/I4576418","True|False","cc-by","0.97236194","51","https://openalex.org/I4576418","Using Learning Analytics to Improve MOOC Instructional Design","https://doi.org/10.3991/ijet.v14i24.12185","","7.8241","","False","en","True","gold","International Journal of Emerging Technologies in Learning (iJET)","https://openalex.org/S15272795","1863-0383","journal","Online Learning and Analytics","2019-12-19","2019","article"
"https://openalex.org/W4376137941","2200","2200","Nurul Atiqah Johar|Si Na Kew|Zaidatun Tasir|Elizabeth Koh","https://openalex.org/A5091924357|https://openalex.org/A5087099324|https://openalex.org/A5019471675|https://openalex.org/A5064932622","https://orcid.org/0009-0007-0923-8049|https://orcid.org/0000-0001-6648-6806|https://orcid.org/0000-0002-6340-3099|https://orcid.org/0000-0002-2808-8687","MY|MY|SG|MY|SG","University of Technology Malaysia|Nanyang Technological University|University of Technology Malaysia|University of Technology Malaysia|Nanyang Technological University","https://openalex.org/I4576418|https://openalex.org/I172675005|https://openalex.org/I4576418|https://openalex.org/I4576418|https://openalex.org/I172675005","False|True|False|False","cc-by","0.99248016","66","https://openalex.org/I172675005|https://openalex.org/I4576418","Learning Analytics on Student Engagement to Enhance Students’ Learning Performance: A Systematic Review","https://doi.org/10.3390/su15107849","Ministry of Higher Education, Malaysia|Universiti Teknologi Malaysia","18.0971","","False","en","True","gold","Sustainability","https://openalex.org/S10134376","2071-1050","journal","Online Learning and Analytics","2023-05-10","2023","review"
"https://openalex.org/W4312863249",,,"Michail Giannakos|Daniel Spikol|Daniele Di Mitri|Kshitij Sharma|Xavier Ochoa|Rawad Hammad","|||||","|||||","NO|DK|DE|NO|US|GB","Norwegian University of Science and Technology|University of Copenhagen|DIPF | Leibniz Institute for Research and Information in Education|Norwegian University of Science and Technology|New York University|University of East London","https://openalex.org/I204778367|https://openalex.org/I124055696|https://openalex.org/I4210138519|https://openalex.org/I204778367|https://openalex.org/I57206974|https://openalex.org/I157227730","True|False|False|False|False|False","cc-by","0.99217986","41","https://openalex.org/I204778367","The Multimodal Learning Analytics Handbook","https://doi.org/10.1007/978-3-031-08076-0","","15.8892","","False","en","True","gold","","","","","Educational Technology and Assessment","2022-01-01","2022","book"
"https://openalex.org/W2790462866","1400","1400","Roland Klemke|Maka Eradze|Alessandra Antonaci","https://openalex.org/A5041318525|https://openalex.org/A5076473503|https://openalex.org/A5079202299","https://orcid.org/0000-0002-9268-3229|https://orcid.org/0000-0003-0723-1955|https://orcid.org/0000-0002-9157-4450","NL|EE|NL","Open University of the Netherlands|Tallinn University|Open University of the Netherlands","https://openalex.org/I7876267|https://openalex.org/I193629610|https://openalex.org/I7876267","True|False|False","cc-by","0.97608826","64","https://openalex.org/I7876267","The Flipped MOOC: Using Gamification and Learning Analytics in MOOC Design—A Conceptual Approach","https://doi.org/10.3390/educsci8010025","","9.2419","","False","en","True","gold","Education Sciences","https://openalex.org/S2738008561","2227-7102","journal","Online Learning and Analytics","2018-02-11","2018","article"
"https://openalex.org/W2517682726",,,"Mohamed Amine Chatti|Arham Muslim|Ulrik Schroeder","https://openalex.org/A5103167184|https://openalex.org/A5079649140|https://openalex.org/A5037416102","https://orcid.org/0000-0002-7739-3696|https://orcid.org/0000-0001-8204-5082|https://orcid.org/0000-0002-5178-8497","DE|DE|DE","RWTH Aachen University|RWTH Aachen University|RWTH Aachen University","https://openalex.org/I887968799|https://openalex.org/I887968799|https://openalex.org/I887968799","True|False|False","cc-by","0.9905608","36","https://openalex.org/I887968799","Toward an Open Learning Analytics Ecosystem","https://doi.org/10.1007/978-3-319-06520-5_12","","11.1617","","False","en","True","gold","","","","","Online Learning and Analytics","2016-08-27","2016","book-chapter"
